server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 4127260672MiB, gpu_usage : 74%, batch_size : 4, current_iteration: 180
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 4369809408MiB, gpu_util : 55%, batch_size : 5, current_iteration: 191
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 4275044352MiB, gpu_util : 77%, batch_size : 6, current_iteration: 154
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 4466278400MiB, gpu_util : 56%, batch_size : 6, current_iteration: 191
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 4069523456MiB, gpu_util : 80%, batch_size : 7, current_iteration: 139
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 4260757504MiB, gpu_util : 62%, batch_size : 7, current_iteration: 181
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 4176478208MiB, gpu_util : 83%, batch_size : 8, current_iteration: 128
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 4367712256MiB, gpu_util : 62%, batch_size : 8, current_iteration: 173
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 4704960512MiB, gpu_util : 83%, batch_size : 9, current_iteration: 119
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 4896194560MiB, gpu_util : 63%, batch_size : 9, current_iteration: 164
################# start ###################
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 4128243712MiB, gpu_util : 71%, batch_size : 4, current_iteration: 193
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 4319477760MiB, gpu_util : 47%, batch_size : 4, current_iteration: 220
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 4178575360MiB, gpu_util : 79%, batch_size : 5, current_iteration: 166
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 4369809408MiB, gpu_util : 65%, batch_size : 5, current_iteration: 197
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 4275044352MiB, gpu_util : 80%, batch_size : 6, current_iteration: 153
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 4466278400MiB, gpu_util : 54%, batch_size : 6, current_iteration: 185
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 4069523456MiB, gpu_util : 83%, batch_size : 7, current_iteration: 139
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 4260757504MiB, gpu_util : 62%, batch_size : 7, current_iteration: 180
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 4176478208MiB, gpu_util : 79%, batch_size : 8, current_iteration: 128
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 4367712256MiB, gpu_util : 71%, batch_size : 8, current_iteration: 176
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 4704960512MiB, gpu_util : 84%, batch_size : 9, current_iteration: 119
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 4896194560MiB, gpu_util : 68%, batch_size : 9, current_iteration: 166
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 4518313984MiB, gpu_util : 83%, batch_size : 10, current_iteration: 111
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 4709548032MiB, gpu_util : 70%, batch_size : 10, current_iteration: 156
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 4340056064MiB, gpu_util : 81%, batch_size : 11, current_iteration: 103
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 4531290112MiB, gpu_util : 72%, batch_size : 11, current_iteration: 147
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 4560257024MiB, gpu_util : 86%, batch_size : 12, current_iteration: 95
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 4751491072MiB, gpu_util : 70%, batch_size : 12, current_iteration: 141
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 4637851648MiB, gpu_util : 87%, batch_size : 13, current_iteration: 90
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 4829085696MiB, gpu_util : 69%, batch_size : 13, current_iteration: 133
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 4734320640MiB, gpu_util : 84%, batch_size : 14, current_iteration: 84
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 4908777472MiB, gpu_util : 67%, batch_size : 14, current_iteration: 123
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 4841275392MiB, gpu_util : 91%, batch_size : 15, current_iteration: 79
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 5030412288MiB, gpu_util : 82%, batch_size : 15, current_iteration: 122
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 4996464640MiB, gpu_util : 85%, batch_size : 16, current_iteration: 77
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 5208670208MiB, gpu_util : 72%, batch_size : 16, current_iteration: 119
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 5116002304MiB, gpu_util : 92%, batch_size : 17, current_iteration: 71
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 5324013568MiB, gpu_util : 80%, batch_size : 17, current_iteration: 109
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 5239734272MiB, gpu_util : 91%, batch_size : 18, current_iteration: 67
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 5451939840MiB, gpu_util : 80%, batch_size : 18, current_iteration: 104
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 5397020672MiB, gpu_util : 92%, batch_size : 19, current_iteration: 64
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 5609226240MiB, gpu_util : 79%, batch_size : 19, current_iteration: 97
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 5678039040MiB, gpu_util : 84%, batch_size : 20, current_iteration: 61
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 5898633216MiB, gpu_util : 79%, batch_size : 20, current_iteration: 94
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 5837422592MiB, gpu_util : 92%, batch_size : 21, current_iteration: 59
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 6076891136MiB, gpu_util : 79%, batch_size : 21, current_iteration: 92
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 5984223232MiB, gpu_util : 91%, batch_size : 22, current_iteration: 57
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 6206914560MiB, gpu_util : 77%, batch_size : 22, current_iteration: 90
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 6097469440MiB, gpu_util : 90%, batch_size : 23, current_iteration: 55
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 6315966464MiB, gpu_util : 77%, batch_size : 23, current_iteration: 88
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 6212812800MiB, gpu_util : 90%, batch_size : 24, current_iteration: 54
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 6445989888MiB, gpu_util : 76%, batch_size : 24, current_iteration: 86
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 6323961856MiB, gpu_util : 90%, batch_size : 25, current_iteration: 52
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 6536167424MiB, gpu_util : 85%, batch_size : 25, current_iteration: 85
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 6449790976MiB, gpu_util : 90%, batch_size : 26, current_iteration: 50
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 6727008256MiB, gpu_util : 89%, batch_size : 26, current_iteration: 82
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 6558842880MiB, gpu_util : 89%, batch_size : 27, current_iteration: 48
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 6850740224MiB, gpu_util : 87%, batch_size : 27, current_iteration: 79
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 6730809344MiB, gpu_util : 91%, batch_size : 28, current_iteration: 47
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 7114981376MiB, gpu_util : 89%, batch_size : 28, current_iteration: 75
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 6856638464MiB, gpu_util : 89%, batch_size : 29, current_iteration: 45
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 7255490560MiB, gpu_util : 77%, batch_size : 29, current_iteration: 74
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 6986661888MiB, gpu_util : 88%, batch_size : 30, current_iteration: 44
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 7400194048MiB, gpu_util : 77%, batch_size : 30, current_iteration: 72
################# start ###################
################# start ###################
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 4319477760MiB, gpu_util : 48%, batch_size : 4, current_iteration: 197
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 4128243712MiB, gpu_util : 71%, batch_size : 4, current_iteration: 181
################# start ###################
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 4128243712MiB, gpu_util : 73%, batch_size : 4, current_iteration: 183
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 4319477760MiB, gpu_util : 47%, batch_size : 4, current_iteration: 228
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 4178575360MiB, gpu_util : 77%, batch_size : 5, current_iteration: 166
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 4369809408MiB, gpu_util : 55%, batch_size : 5, current_iteration: 193
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 4275044352MiB, gpu_util : 80%, batch_size : 6, current_iteration: 153
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 4466278400MiB, gpu_util : 55%, batch_size : 6, current_iteration: 188
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 4069523456MiB, gpu_util : 80%, batch_size : 7, current_iteration: 139
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 4260757504MiB, gpu_util : 59%, batch_size : 7, current_iteration: 187
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 4176478208MiB, gpu_util : 82%, batch_size : 8, current_iteration: 128
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 4367712256MiB, gpu_util : 67%, batch_size : 8, current_iteration: 175
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 4704960512MiB, gpu_util : 89%, batch_size : 9, current_iteration: 119
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 4896194560MiB, gpu_util : 67%, batch_size : 9, current_iteration: 166
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 4518313984MiB, gpu_util : 83%, batch_size : 10, current_iteration: 111
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 4709548032MiB, gpu_util : 71%, batch_size : 10, current_iteration: 155
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 4340056064MiB, gpu_util : 83%, batch_size : 11, current_iteration: 103
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 4531290112MiB, gpu_util : 72%, batch_size : 11, current_iteration: 147
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 4560257024MiB, gpu_util : 86%, batch_size : 12, current_iteration: 95
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 4751491072MiB, gpu_util : 72%, batch_size : 12, current_iteration: 138
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 4637851648MiB, gpu_util : 84%, batch_size : 13, current_iteration: 90
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 4829085696MiB, gpu_util : 68%, batch_size : 13, current_iteration: 130
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 4734320640MiB, gpu_util : 84%, batch_size : 14, current_iteration: 84
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 4908777472MiB, gpu_util : 76%, batch_size : 14, current_iteration: 122
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 4841275392MiB, gpu_util : 92%, batch_size : 15, current_iteration: 78
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 5030412288MiB, gpu_util : 81%, batch_size : 15, current_iteration: 122
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 4996464640MiB, gpu_util : 84%, batch_size : 16, current_iteration: 77
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 5208670208MiB, gpu_util : 80%, batch_size : 16, current_iteration: 117
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 5116002304MiB, gpu_util : 86%, batch_size : 17, current_iteration: 71
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 5324013568MiB, gpu_util : 73%, batch_size : 17, current_iteration: 107
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 5239734272MiB, gpu_util : 85%, batch_size : 18, current_iteration: 67
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 5451939840MiB, gpu_util : 77%, batch_size : 18, current_iteration: 102
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 5397020672MiB, gpu_util : 92%, batch_size : 19, current_iteration: 64
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 5609226240MiB, gpu_util : 55%, batch_size : 19, current_iteration: 95
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 5678039040MiB, gpu_util : 91%, batch_size : 20, current_iteration: 62
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 5898633216MiB, gpu_util : 78%, batch_size : 20, current_iteration: 93
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 5837422592MiB, gpu_util : 91%, batch_size : 21, current_iteration: 59
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 6076891136MiB, gpu_util : 78%, batch_size : 21, current_iteration: 91
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 5984223232MiB, gpu_util : 91%, batch_size : 22, current_iteration: 57
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 6206914560MiB, gpu_util : 80%, batch_size : 22, current_iteration: 88
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 6097469440MiB, gpu_util : 82%, batch_size : 23, current_iteration: 55
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 6315966464MiB, gpu_util : 78%, batch_size : 23, current_iteration: 86
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 6212812800MiB, gpu_util : 82%, batch_size : 24, current_iteration: 54
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 6445989888MiB, gpu_util : 76%, batch_size : 24, current_iteration: 85
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 6323961856MiB, gpu_util : 90%, batch_size : 25, current_iteration: 52
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 6536167424MiB, gpu_util : 80%, batch_size : 25, current_iteration: 84
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 6449790976MiB, gpu_util : 90%, batch_size : 26, current_iteration: 50
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 6727008256MiB, gpu_util : 80%, batch_size : 26, current_iteration: 81
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 6558842880MiB, gpu_util : 89%, batch_size : 27, current_iteration: 48
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 6850740224MiB, gpu_util : 80%, batch_size : 27, current_iteration: 78
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 6730809344MiB, gpu_util : 89%, batch_size : 28, current_iteration: 47
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 7114981376MiB, gpu_util : 75%, batch_size : 28, current_iteration: 73
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 6856638464MiB, gpu_util : 89%, batch_size : 29, current_iteration: 45
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 7255490560MiB, gpu_util : 77%, batch_size : 29, current_iteration: 72
server : gpu01, job : vision_transformer, gpu : NVIDIA GeForce RTX 3090, gpu_memory : 6986661888MiB, gpu_util : 89%, batch_size : 30, current_iteration: 44
server : gpu02, job : vision_transformer, gpu : NVIDIA GeForce RTX 4090, gpu_memory : 7400194048MiB, gpu_util : 77%, batch_size : 30, current_iteration: 70
